sender,subject,date,inferred research area,closest area from profile.md,classification,short reason,useful to me
"""Academia.edu"" premium@academia-mail.com","Hunmin Lee and ""Real-time Interface Control with Motion Gesture Recognition based on Non-contact Capacitive Sensing"" are mentioned in a paper uploaded to Academia",2024-03-22T04:19:07+00:00,Capacitive/electric-field sensing and hand-motion interfaces,Historical — Capacitive/electric-field sensing,Secondary or historical match,"Exact-title or topic alert matches genuine older capacitive/hand-motion work or a secondary application, but not the present core identity.",No
Mentioned by Paniz Hosseini premium@academia-mail.com,“H. Lee” cited by “Paniz Hosseini”,2024-03-21T07:09:17+00:00,Generic academic/research,Misrepresenting/too broad — generic or off-profile label,Possible namesake,"The alert relies on H. Lee/name matching or an off-profile field and does not identify a verified paper, author list, venue, or DOI.",No
Mentioned by Paniz Hosseini premium@academia-mail.com,Are you the “H. Lee” cited in Computer Science papers?,2024-03-19T04:06:03+00:00,Generic AI/ML/computing,Misrepresenting/too broad — generic or off-profile label,Possible namesake,"The alert relies on H. Lee/name matching or an off-profile field and does not identify a verified paper, author list, venue, or DOI.",No
Georgia State Graduate Studies GeorgiaState@info.grad.gsu.edu,Many of our master's programs have deadlines coming up soon!,2024-03-18T15:14:59+00:00,Generic academic/research,Misrepresenting/too broad — generic or off-profile label,Generic academic promotion,Generic education or admissions promotion that is outdated or mismatched to the current PhD/research-career stage.,No
"""Academia.edu"" premium@academia-mail.com",1 person has read your papers,2024-03-18T04:16:49+00:00,Generic academic/research,Misrepresenting/too broad — generic or off-profile label,Generic academic promotion,"Platform upsell, readership/profile metric, search-view notice, or other campaign that does not establish research relevance.",No
Mentioned by Myung Hwan Na premium@academia-mail.com,"50% Off, 2 days only - “Hunmin Lee” cited by “Myung Hwan Na”",2024-03-15T01:37:34+00:00,Generic academic/research,Misrepresenting/too broad — generic or off-profile label,Individually named but unverified,The subject names a citing/mentioning person but the body does not identify the cited work; retain for manual identity verification.,No
"""Academia.edu"" premium@academia-mail.com","The name ""Hunmin Lee"" is mentioned in a paper published in Electronics",2024-03-13T10:38:20+00:00,Generic academic/research,Misrepresenting/too broad — generic or off-profile label,Weak keyword matching,"The alert uses only the name plus a broad topic such as computer science, engineering, AI, or gesture recognition, with no verified paper identity.",No
Mentioned by Paniz Hosseini premium@academia-mail.com,Are you the “H. Lee” cited in Computer Science papers?,2024-03-13T00:25:40+00:00,Generic AI/ML/computing,Misrepresenting/too broad — generic or off-profile label,Possible namesake,"The alert relies on H. Lee/name matching or an off-profile field and does not identify a verified paper, author list, venue, or DOI.",No
"""Taylor & Francis"" taylorandfrancis@email.taylorandfrancis.com","""Human-Centered Interaction in Virtual Worlds: A New Era of Generative Artificial Intelligence and Metaverse"" is ready to read",2024-03-12T16:50:16-06:00,Generic AI/ML/computing,Misrepresenting/too broad — generic or off-profile label,Generic academic promotion,"Publisher recommendation, survey, or sales campaign; topical overlap is not evidence of research identity.",No
Routledge Books routledgebooks@email.routledge.com,25% Off 500 Bestsellers,2024-03-11T04:06:03-06:00,General education or professional development,Misrepresenting/too broad — generic or off-profile label,Generic academic promotion,Recurring book-sale/bestseller campaign with no verified connection to the current research profile.,No
Georgia State Graduate Studies GeorgiaState@info.grad.gsu.edu,Go further with Georgia State,2024-03-10T21:03:10+00:00,Generic academic/research,Misrepresenting/too broad — generic or off-profile label,Generic academic promotion,Generic education or admissions promotion that is outdated or mismatched to the current PhD/research-career stage.,No
Mentioned by Paniz Hosseini premium@academia-mail.com,Are you the “H. Lee” cited in Capacitive Sensing papers?,2024-03-09T22:33:40+00:00,Capacitive/electric-field sensing and hand-motion interfaces,Historical — Capacitive/electric-field sensing,Secondary or historical match,"Exact-title or topic alert matches genuine older capacitive/hand-motion work or a secondary application, but not the present core identity.",No
"""Academia.edu"" premium@academia-mail.com","A paper published by a member of the Energy Technologies Area department at Lawrence Berkeley National Laboratory mentions the name ""Hunmin Lee""",2024-03-09T04:41:00+00:00,Generic academic/research,Misrepresenting/too broad — generic or off-profile label,Possible namesake,"The alert relies on H. Lee/name matching or an off-profile field and does not identify a verified paper, author list, venue, or DOI.",No
Mentioned by Jie Ma premium@academia-mail.com,"50% Off, 2 days only - Are you the “Hunmin Lee” cited in arXiv papers?",2024-03-07T21:27:57+00:00,Generic academic/research,Misrepresenting/too broad — generic or off-profile label,Weak keyword matching,"The alert uses only the name plus a broad topic such as computer science, engineering, AI, or gesture recognition, with no verified paper identity.",No
Routledge Books routledgebooks@email.routledge.com,Happy International Women's Day,2024-03-06T11:04:47-06:00,General education or professional development,Misrepresenting/too broad — generic or off-profile label,Generic academic promotion,Recurring book-sale/bestseller campaign with no verified connection to the current research profile.,No
Mentioned by Myung Hwan Na premium@academia-mail.com,“Hunmin Lee” cited by “Myung Hwan Na”,2024-03-05T19:58:37+00:00,Generic academic/research,Misrepresenting/too broad — generic or off-profile label,Individually named but unverified,The subject names a citing/mentioning person but the body does not identify the cited work; retain for manual identity verification.,No
"""Academia.edu"" premium@academia-mail.com","The name ""H. Lee"" is mentioned in a PDF uploaded to Academia by Paniz Hosseini",2024-03-05T08:57:23+00:00,Generic academic/research,Misrepresenting/too broad — generic or off-profile label,Possible namesake,"The alert relies on H. Lee/name matching or an off-profile field and does not identify a verified paper, author list, venue, or DOI.",No
Mentioned by Paniz Hosseini premium@academia-mail.com,Are you the “H. Lee” cited in Computer Science papers?,2024-03-03T18:42:59+00:00,Generic AI/ML/computing,Misrepresenting/too broad — generic or off-profile label,Possible namesake,"The alert relies on H. Lee/name matching or an off-profile field and does not identify a verified paper, author list, venue, or DOI.",No
Mentioned by Paniz Hosseini premium@academia-mail.com,“H. Lee” cited by “Paniz Hosseini”,2024-03-01T17:29:51+00:00,Generic academic/research,Misrepresenting/too broad — generic or off-profile label,Possible namesake,"The alert relies on H. Lee/name matching or an off-profile field and does not identify a verified paper, author list, venue, or DOI.",No
Mentioned by Paniz Hosseini premium@academia-mail.com,"50% Off, 2 days only - Are you the “H. Lee” cited in Capacitive Sensing papers?",2024-02-28T16:14:59+00:00,Capacitive/electric-field sensing and hand-motion interfaces,Historical — Capacitive/electric-field sensing,Secondary or historical match,"Exact-title or topic alert matches genuine older capacitive/hand-motion work or a secondary application, but not the present core identity.",No
Routledge Books routledgebooks@email.routledge.com,Get 25% Off All eBooks,2024-02-28T14:06:35-06:00,General education or professional development,Misrepresenting/too broad — generic or off-profile label,Generic academic promotion,Recurring book-sale/bestseller campaign with no verified connection to the current research profile.,No
"""Taylor & Francis"" taylorandfrancis@email.taylorandfrancis.com","""The Influence of Midsole Thickness on Running Turns"" is ready to read",2024-02-28T13:20:40-06:00,General education or professional development,Misrepresenting/too broad — generic or off-profile label,Generic academic promotion,"Publisher recommendation, survey, or sales campaign; topical overlap is not evidence of research identity.",No
Mentioned by Wan Hyun Cho premium@academia-mail.com,“Hunmin Lee” cited by “Wan Hyun Cho”,2024-02-27T15:35:50+00:00,Generic academic/research,Misrepresenting/too broad — generic or off-profile label,Individually named but unverified,The subject names a citing/mentioning person but the body does not identify the cited work; retain for manual identity verification.,No
"""Academia.edu"" premium@academia-mail.com","The name ""Hunmin Lee"" is mentioned by a Multidisciplinary researcher in a paper uploaded to Academia",2024-02-26T04:34:12+00:00,Generic academic/research,Misrepresenting/too broad — generic or off-profile label,Weak keyword matching,"The alert uses only the name plus a broad topic such as computer science, engineering, AI, or gesture recognition, with no verified paper identity.",No
Mentioned by Paniz Hosseini premium@academia-mail.com,Are you the “H. Lee” cited in Capacitive Sensing papers?,2024-02-25T14:23:13+00:00,Capacitive/electric-field sensing and hand-motion interfaces,Historical — Capacitive/electric-field sensing,Secondary or historical match,"Exact-title or topic alert matches genuine older capacitive/hand-motion work or a secondary application, but not the present core identity.",No
Mentioned by Myung Hwan Na premium@academia-mail.com,“Hunmin Lee” cited by “Myung Hwan Na”,2024-02-23T13:05:51+00:00,Generic academic/research,Misrepresenting/too broad — generic or off-profile label,Individually named but unverified,The subject names a citing/mentioning person but the body does not identify the cited work; retain for manual identity verification.,No
Georgia State Graduate Studies GeorgiaState@info.grad.gsu.edu,Problem solve with Georgia State University,2024-02-21T21:03:08+00:00,Generic academic/research,Misrepresenting/too broad — generic or off-profile label,Generic academic promotion,Generic education or admissions promotion that is outdated or mismatched to the current PhD/research-career stage.,No
Mentioned by Paniz Hosseini premium@academia-mail.com,"50% Off, 2 days only - Are you the “H. Lee” cited in Computer Science papers?",2024-02-21T12:03:37+00:00,Generic AI/ML/computing,Misrepresenting/too broad — generic or off-profile label,Possible namesake,"The alert relies on H. Lee/name matching or an off-profile field and does not identify a verified paper, author list, venue, or DOI.",No
"""Academia.edu"" premium@academia-mail.com","A paper published by a member of the Mechanical Engineering department at University of Tehran mentions the name ""Hunmin Lee""",2024-02-21T05:19:10+00:00,Generic AI/ML/computing,Misrepresenting/too broad — generic or off-profile label,Possible namesake,"The alert relies on H. Lee/name matching or an off-profile field and does not identify a verified paper, author list, venue, or DOI.",No
Routledge Books routledgebooks@email.routledge.com,Save 25% Off All eBooks,2024-02-20T12:06:45-06:00,General education or professional development,Misrepresenting/too broad — generic or off-profile label,Generic academic promotion,Recurring book-sale/bestseller campaign with no verified connection to the current research profile.,No
Mentioned by Paniz Hosseini premium@academia-mail.com,“H. Lee” cited by “Paniz Hosseini”,2024-02-19T10:50:30+00:00,Generic academic/research,Misrepresenting/too broad — generic or off-profile label,Possible namesake,"The alert relies on H. Lee/name matching or an off-profile field and does not identify a verified paper, author list, venue, or DOI.",No
Mentioned by Jie Ma premium@academia-mail.com,Are you the “Hunmin Lee” cited in arXiv papers?,2024-02-17T09:39:58+00:00,Generic academic/research,Misrepresenting/too broad — generic or off-profile label,Weak keyword matching,"The alert uses only the name plus a broad topic such as computer science, engineering, AI, or gesture recognition, with no verified paper identity.",No
"""Academia.edu"" premium@academia-mail.com","The name ""Hunmin Lee"" is mentioned in a paper published in Electronics",2024-02-16T10:31:25+00:00,Generic academic/research,Misrepresenting/too broad — generic or off-profile label,Weak keyword matching,"The alert uses only the name plus a broad topic such as computer science, engineering, AI, or gesture recognition, with no verified paper identity.",No
Georgia State Graduate Studies GeorgiaState@info.grad.gsu.edu,Today is the last day to apply for fall admission,2024-02-15T16:22:11+00:00,Generic academic/research,Misrepresenting/too broad — generic or off-profile label,Generic academic promotion,Generic education or admissions promotion that is outdated or mismatched to the current PhD/research-career stage.,No
Mentioned by Myung Hwan Na premium@academia-mail.com,“Hunmin Lee” cited by “Myung Hwan Na”,2024-02-15T08:21:28+00:00,Generic academic/research,Misrepresenting/too broad — generic or off-profile label,Individually named but unverified,The subject names a citing/mentioning person but the body does not identify the cited work; retain for manual identity verification.,No
Georgia State Graduate Studies GeorgiaState@info.grad.gsu.edu,You can still get started this fall. Apply by 2/15!,2024-02-13T16:14:45+00:00,Generic academic/research,Misrepresenting/too broad — generic or off-profile label,Generic academic promotion,Generic education or admissions promotion that is outdated or mismatched to the current PhD/research-career stage.,No
"""Taylor & Francis"" taylorandfrancis@email.taylorandfrancis.com","""A knowledge graph-based bio-inspired design approach for knowledge retrieval and reasoning"" is ready to read",2024-02-13T15:30:55-06:00,Graph machine learning,Secondary — Graph/interpretable biomedical ML,Generic academic promotion,"Publisher recommendation, survey, or sales campaign; topical overlap is not evidence of research identity.",No
Routledge Books routledgebooks@email.routledge.com,25% Off All Paperbacks & Hardbacks,2024-02-12T07:28:43-06:00,Generic academic/research,Misrepresenting/too broad — generic or off-profile label,Generic academic promotion,Recurring book-sale/bestseller campaign with no verified connection to the current research profile.,No
Mentioned by Paniz Hosseini premium@academia-mail.com,“H. Lee” cited by “Paniz Hosseini”,2024-02-12T06:38:48+00:00,Generic academic/research,Misrepresenting/too broad — generic or off-profile label,Possible namesake,"The alert relies on H. Lee/name matching or an off-profile field and does not identify a verified paper, author list, venue, or DOI.",No
"""Academia.edu"" premium@academia-mail.com","The name ""Hunmin Lee"" is mentioned by a Physical sciences researcher in a paper uploaded to Academia",2024-02-12T04:33:54+00:00,Chemistry/materials/physical sciences,Misrepresenting/too broad — generic or off-profile label,Possible namesake,"The alert relies on H. Lee/name matching or an off-profile field and does not identify a verified paper, author list, venue, or DOI.",No
Mentioned by Paniz Hosseini premium@academia-mail.com,Are you the “H. Lee” cited in Capacitive Sensing papers?,2024-02-10T05:20:56+00:00,Capacitive/electric-field sensing and hand-motion interfaces,Historical — Capacitive/electric-field sensing,Secondary or historical match,"Exact-title or topic alert matches genuine older capacitive/hand-motion work or a secondary application, but not the present core identity.",No
Georgia State Graduate Studies GeorgiaState@info.grad.gsu.edu,One week left to apply for the fall term,2024-02-08T16:22:00+00:00,Generic academic/research,Misrepresenting/too broad — generic or off-profile label,Generic academic promotion,Generic education or admissions promotion that is outdated or mismatched to the current PhD/research-career stage.,No
Mentioned by Jie Ma premium@academia-mail.com,Are you the “Hunmin Lee” cited in arXiv papers?,2024-02-08T03:57:23+00:00,Generic academic/research,Misrepresenting/too broad — generic or off-profile label,Weak keyword matching,"The alert uses only the name plus a broad topic such as computer science, engineering, AI, or gesture recognition, with no verified paper identity.",No
Routledge Books routledgebooks@email.routledge.com,25% Off All eBooks,2024-02-07T08:02:37-06:00,General education or professional development,Misrepresenting/too broad — generic or off-profile label,Generic academic promotion,Recurring book-sale/bestseller campaign with no verified connection to the current research profile.,No
Georgia State Graduate Studies GeorgiaState@info.grad.gsu.edu,Got a minute?,2024-02-06T21:03:07+00:00,General education or professional development,Misrepresenting/too broad — generic or off-profile label,Generic academic promotion,Generic education or admissions promotion that is outdated or mismatched to the current PhD/research-career stage.,No
"""Academia.edu"" premium@academia-mail.com","The name ""Hunmin Lee"" is mentioned in a Computer Science paper uploaded to Academia",2024-02-06T03:05:09+00:00,Generic AI/ML/computing,Misrepresenting/too broad — generic or off-profile label,Weak keyword matching,"The alert uses only the name plus a broad topic such as computer science, engineering, AI, or gesture recognition, with no verified paper identity.",No
Mentioned by Myung Hwan Na premium@academia-mail.com,"50% Off, 2 days only - “Hunmin Lee” cited by “Myung Hwan Na”",2024-02-06T02:43:45+00:00,Generic academic/research,Misrepresenting/too broad — generic or off-profile label,Individually named but unverified,The subject names a citing/mentioning person but the body does not identify the cited work; retain for manual identity verification.,No
Mentioned by Paniz Hosseini premium@academia-mail.com,Are you the “H. Lee” cited in Capacitive Sensing papers?,2024-02-04T01:30:56+00:00,Capacitive/electric-field sensing and hand-motion interfaces,Historical — Capacitive/electric-field sensing,Secondary or historical match,"Exact-title or topic alert matches genuine older capacitive/hand-motion work or a secondary application, but not the present core identity.",No
Mentioned by Paniz Hosseini premium@academia-mail.com,“H. Lee” cited by “Paniz Hosseini”,2024-02-03T00:53:31+00:00,Generic academic/research,Misrepresenting/too broad — generic or off-profile label,Possible namesake,"The alert relies on H. Lee/name matching or an off-profile field and does not identify a verified paper, author list, venue, or DOI.",No
Mentioned by Paniz Hosseini premium@academia-mail.com,Are you the “H. Lee” cited in Computer Science papers?,2024-01-31T23:37:46+00:00,Generic AI/ML/computing,Misrepresenting/too broad — generic or off-profile label,Possible namesake,"The alert relies on H. Lee/name matching or an off-profile field and does not identify a verified paper, author list, venue, or DOI.",No
"""Taylor & Francis"" taylorandfrancis@email.taylorandfrancis.com","""Transformer based 3D semantic segmentation of urban bicycle infrastructure"" is ready to read",2024-01-30T17:59:44-06:00,General education or professional development,Misrepresenting/too broad — generic or off-profile label,Generic academic promotion,"Publisher recommendation, survey, or sales campaign; topical overlap is not evidence of research identity.",No
Mentioned by Paniz Hosseini premium@academia-mail.com,"50% Off, 2 days only - Are you the “H. Lee” cited in Technologies papers?",2024-01-29T22:21:49+00:00,Generic academic/research,Misrepresenting/too broad — generic or off-profile label,Possible namesake,"The alert relies on H. Lee/name matching or an off-profile field and does not identify a verified paper, author list, venue, or DOI.",No
Georgia State Graduate Studies GeorgiaState@info.grad.gsu.edu,Make it to the finish line with Georgia State,2024-01-28T21:03:06+00:00,Generic academic/research,Misrepresenting/too broad — generic or off-profile label,Generic academic promotion,Generic education or admissions promotion that is outdated or mismatched to the current PhD/research-career stage.,No
Mentioned by Paniz Hosseini premium@academia-mail.com,Are you the “H. Lee” cited in Applied Sciences papers?,2024-01-27T21:11:24+00:00,Generic academic/research,Misrepresenting/too broad — generic or off-profile label,Possible namesake,"The alert relies on H. Lee/name matching or an off-profile field and does not identify a verified paper, author list, venue, or DOI.",No
Mentioned by Paniz Hosseini premium@academia-mail.com,Are you the “H. Lee” cited in Analytical Chemistry papers?,2024-01-25T19:53:03+00:00,Chemistry/materials/physical sciences,Misrepresenting/too broad — generic or off-profile label,Possible namesake,"The alert relies on H. Lee/name matching or an off-profile field and does not identify a verified paper, author list, venue, or DOI.",No
"""Academia.edu"" premium@academia-mail.com",“Hunmin Lee” is mentioned in this PDF recently read by 3 people,2024-01-24T03:03:18+00:00,Generic academic/research,Misrepresenting/too broad — generic or off-profile label,Weak keyword matching,"The alert uses only the name plus a broad topic such as computer science, engineering, AI, or gesture recognition, with no verified paper identity.",No
Mentioned by Paniz Hosseini premium@academia-mail.com,Are you the “H. Lee” cited in Electrical And Electronic Engineering papers?,2024-01-23T18:39:47+00:00,Generic AI/ML/computing,Misrepresenting/too broad — generic or off-profile label,Possible namesake,"The alert relies on H. Lee/name matching or an off-profile field and does not identify a verified paper, author list, venue, or DOI.",No
"""Taylor & Francis"" taylorandfrancis@email.taylorandfrancis.com",REMINDER: Editor-in-Chief needed for Cybernetics and Systems. DEADLINE: 31 January 2024 ⏰,2024-01-23T12:31:50-06:00,General education or professional development,Misrepresenting/too broad — generic or off-profile label,Generic academic promotion,"Publisher recommendation, survey, or sales campaign; topical overlap is not evidence of research identity.",No
Mentioned by Paniz Hosseini premium@academia-mail.com,"50% Off, 2 days only - Are you the “H. Lee” cited in Sensors papers?",2024-01-22T18:07:45+00:00,Generic academic/research,Misrepresenting/too broad — generic or off-profile label,Possible namesake,"The alert relies on H. Lee/name matching or an off-profile field and does not identify a verified paper, author list, venue, or DOI.",No
Mentioned by Paniz Hosseini premium@academia-mail.com,Are you the “H. Lee” cited in Engineering papers?,2024-01-20T16:51:39+00:00,Generic AI/ML/computing,Misrepresenting/too broad — generic or off-profile label,Possible namesake,"The alert relies on H. Lee/name matching or an off-profile field and does not identify a verified paper, author list, venue, or DOI.",No
"""Academia.edu"" premium@academia-mail.com","The name ""Hunmin Lee"" is mentioned in a Materials Science paper uploaded to Academia",2024-01-20T07:14:46+00:00,Chemistry/materials/physical sciences,Misrepresenting/too broad — generic or off-profile label,Possible namesake,"The alert relies on H. Lee/name matching or an off-profile field and does not identify a verified paper, author list, venue, or DOI.",No
Georgia State Graduate Studies GeorgiaState@info.grad.gsu.edu,Innovation awaits you,2024-01-19T21:03:07+00:00,General education or professional development,Misrepresenting/too broad — generic or off-profile label,Generic academic promotion,Generic education or admissions promotion that is outdated or mismatched to the current PhD/research-career stage.,No
Mentioned by Paniz Hosseini premium@academia-mail.com,Are you the “H. Lee” cited in Capacitive Sensing papers?,2024-01-18T15:37:29+00:00,Capacitive/electric-field sensing and hand-motion interfaces,Historical — Capacitive/electric-field sensing,Secondary or historical match,"Exact-title or topic alert matches genuine older capacitive/hand-motion work or a secondary application, but not the present core identity.",No
Routledge Books routledgebooks@email.routledge.com,January Sale Is Ending Soon,2024-01-18T08:16:24-06:00,General education or professional development,Misrepresenting/too broad — generic or off-profile label,Generic academic promotion,Recurring book-sale/bestseller campaign with no verified connection to the current research profile.,No
Routledge Books routledgebooks@email.routledge.com,Buy 1 Get 20% Off or Buy 2+ Get 25% Off,2024-01-18T08:03:16-06:00,General education or professional development,Misrepresenting/too broad — generic or off-profile label,Generic academic promotion,Recurring book-sale/bestseller campaign with no verified connection to the current research profile.,No
"""Academia.edu"" premium@academia-mail.com",Last chance. 50% off the improved Academia Premium.,2024-01-17T03:06:12+00:00,Generic academic/research,Misrepresenting/too broad — generic or off-profile label,Generic academic promotion,"Platform upsell, readership/profile metric, search-view notice, or other campaign that does not establish research relevance.",No
Mentioned by Paniz Hosseini premium@academia-mail.com,Are you the “H. Lee” cited in Computer Science papers?,2024-01-16T14:13:28+00:00,Generic AI/ML/computing,Misrepresenting/too broad — generic or off-profile label,Possible namesake,"The alert relies on H. Lee/name matching or an off-profile field and does not identify a verified paper, author list, venue, or DOI.",No
Mentioned by Myung Hwan Na premium@academia-mail.com,"50% Off, 2 days only - Are you the “Hunmin Lee” cited in Artificial Intelligence papers?",2024-01-14T12:57:54+00:00,Generic AI/ML/computing,Misrepresenting/too broad — generic or off-profile label,Weak keyword matching,"The alert uses only the name plus a broad topic such as computer science, engineering, AI, or gesture recognition, with no verified paper identity.",No
"""Academia.edu"" premium@academia-mail.com","The name ""Hunmin Lee"" is mentioned in an Engineering paper uploaded to Academia",2024-01-14T05:14:18+00:00,Generic AI/ML/computing,Misrepresenting/too broad — generic or off-profile label,Weak keyword matching,"The alert uses only the name plus a broad topic such as computer science, engineering, AI, or gesture recognition, with no verified paper identity.",No
Mentioned by Paniz Hosseini premium@academia-mail.com,“H. Lee” cited by “Paniz Hosseini”,2024-01-12T11:51:43+00:00,Generic academic/research,Misrepresenting/too broad — generic or off-profile label,Possible namesake,"The alert relies on H. Lee/name matching or an off-profile field and does not identify a verified paper, author list, venue, or DOI.",No
"""Academia.edu"" premium@academia-mail.com",12 hours left. 50% off the improved Academia Premium.,2024-01-11T05:29:34+00:00,Generic academic/research,Misrepresenting/too broad — generic or off-profile label,Generic academic promotion,"Platform upsell, readership/profile metric, search-view notice, or other campaign that does not establish research relevance.",No
Georgia State Graduate Studies GeorgiaState@info.grad.gsu.edu,"Together, we can change the world",2024-01-10T21:03:06+00:00,Generic academic/research,Misrepresenting/too broad — generic or off-profile label,Generic academic promotion,Generic education or admissions promotion that is outdated or mismatched to the current PhD/research-career stage.,No
Mentioned by In Seop Na premium@academia-mail.com,“Hunmin Lee” cited by “In Seop Na”,2024-01-10T10:32:54+00:00,Generic academic/research,Misrepresenting/too broad — generic or off-profile label,Individually named but unverified,The subject names a citing/mentioning person but the body does not identify the cited work; retain for manual identity verification.,No
Georgia State Graduate Studies GeorgiaState@info.grad.gsu.edu,We've extended your application deadline!,2024-01-09T16:00:44+00:00,Generic academic/research,Misrepresenting/too broad — generic or off-profile label,Generic academic promotion,Generic education or admissions promotion that is outdated or mismatched to the current PhD/research-career stage.,No
"""Academia.edu"" premium@academia-mail.com","Hunmin Lee and ""A BPRCNN Based Hand Motion Classifier Using Electric Field Sensors"" are mentioned in a paper uploaded to Academia",2024-01-09T10:14:49+00:00,Capacitive/electric-field sensing and hand-motion interfaces,Historical — Capacitive/electric-field sensing,Secondary or historical match,"Exact-title or topic alert matches genuine older capacitive/hand-motion work or a secondary application, but not the present core identity.",No
Mentioned by Paniz Hosseini premium@academia-mail.com,“H. Lee”: 1 citation in a Capacitive Sensing paper,2024-01-09T09:52:48+00:00,Capacitive/electric-field sensing and hand-motion interfaces,Historical — Capacitive/electric-field sensing,Secondary or historical match,"Exact-title or topic alert matches genuine older capacitive/hand-motion work or a secondary application, but not the present core identity.",No
Routledge Books routledgebooks@email.routledge.com,January Sale is Here,2024-01-09T09:01:57-06:00,General education or professional development,Misrepresenting/too broad — generic or off-profile label,Generic academic promotion,Recurring book-sale/bestseller campaign with no verified connection to the current research profile.,No
Mentioned by Sang Kyoon Kim premium@academia-mail.com,"50% Off, 2 days only - “Hunmin Lee” cited by “Sang Kyoon Kim”",2024-01-07T08:37:35+00:00,Generic academic/research,Misrepresenting/too broad — generic or off-profile label,Individually named but unverified,The subject names a citing/mentioning person but the body does not identify the cited work; retain for manual identity verification.,No
"""Academia.edu"" premium@academia-mail.com",Last day. 50% off the improved Academia Premium.,2024-01-06T10:58:48+00:00,Generic academic/research,Misrepresenting/too broad — generic or off-profile label,Generic academic promotion,"Platform upsell, readership/profile metric, search-view notice, or other campaign that does not establish research relevance.",No
Mentioned by Paniz Hosseini premium@academia-mail.com,“H. Lee”: 1 citation in a C paper,2024-01-05T07:24:54+00:00,Generic academic/research,Misrepresenting/too broad — generic or off-profile label,Possible namesake,"The alert relies on H. Lee/name matching or an off-profile field and does not identify a verified paper, author list, venue, or DOI.",No
"""Academia.edu"" premium@academia-mail.com","A paper published by a member of the Energy Technologies Area department at Lawrence Berkeley National Laboratory mentions the name ""Hunmin Lee""",2024-01-03T09:41:25+00:00,Generic academic/research,Misrepresenting/too broad — generic or off-profile label,Possible namesake,"The alert relies on H. Lee/name matching or an off-profile field and does not identify a verified paper, author list, venue, or DOI.",No
Mentioned by Wan Hyun Cho premium@academia-mail.com,“Hunmin Lee” cited by “Wan Hyun Cho”,2024-01-03T06:13:42+00:00,Generic academic/research,Misrepresenting/too broad — generic or off-profile label,Individually named but unverified,The subject names a citing/mentioning person but the body does not identify the cited work; retain for manual identity verification.,No
Georgia State Graduate Studies GeorgiaState@info.grad.gsu.edu,More than 150 graduate programs,2024-01-02T21:03:05+00:00,Generic academic/research,Misrepresenting/too broad — generic or off-profile label,Generic academic promotion,Generic education or admissions promotion that is outdated or mismatched to the current PhD/research-career stage.,No
"""Taylor & Francis"" taylorandfrancis@email.taylorandfrancis.com","""Brand community motives and engagement: The impact of gender"" is ready to read",2024-01-02T15:37:11-06:00,General education or professional development,Misrepresenting/too broad — generic or off-profile label,Generic academic promotion,"Publisher recommendation, survey, or sales campaign; topical overlap is not evidence of research identity.",No
Routledge Books routledgebooks@email.routledge.com,End of Year Sale. 20% Off Everything,2024-01-02T11:05:05-06:00,General education or professional development,Misrepresenting/too broad — generic or off-profile label,Generic academic promotion,Recurring book-sale/bestseller campaign with no verified connection to the current research profile.,No
Mentioned by Paniz Hosseini premium@academia-mail.com,“H. Lee”: 1 citation in a Computer Science paper,2024-01-01T05:04:59+00:00,Generic AI/ML/computing,Misrepresenting/too broad — generic or off-profile label,Possible namesake,"The alert relies on H. Lee/name matching or an off-profile field and does not identify a verified paper, author list, venue, or DOI.",No
"""Academia.edu"" premium@academia-mail.com",2 days left. 50% off the improved Academia Premium.,2024-01-01T03:23:05+00:00,Generic academic/research,Misrepresenting/too broad — generic or off-profile label,Generic academic promotion,"Platform upsell, readership/profile metric, search-view notice, or other campaign that does not establish research relevance.",No
Mentioned by Myung Hwan Na premium@academia-mail.com,"50% Off, 2 days only - “Hunmin Lee” cited by “Myung Hwan Na”",2023-12-30T03:56:56+00:00,Generic academic/research,Misrepresenting/too broad — generic or off-profile label,Individually named but unverified,The subject names a citing/mentioning person but the body does not identify the cited work; retain for manual identity verification.,No
Mentioned by Paniz Hosseini premium@academia-mail.com,Are you the “H. Lee” cited in CHEMICAL SCIENCES papers?,2023-12-29T03:17:19+00:00,Chemistry/materials/physical sciences,Misrepresenting/too broad — generic or off-profile label,Possible namesake,"The alert relies on H. Lee/name matching or an off-profile field and does not identify a verified paper, author list, venue, or DOI.",No
Georgia State Graduate Studies GeorgiaState@info.grad.gsu.edu,You're invited to apply!,2023-12-27T21:03:05+00:00,Generic AI/ML/computing,Misrepresenting/too broad — generic or off-profile label,Generic academic promotion,Generic education or admissions promotion that is outdated or mismatched to the current PhD/research-career stage.,No
Mentioned by Myung Hwan Na premium@academia-mail.com,Are you the “Hunmin Lee” cited in Artificial Intelligence papers?,2023-12-27T02:06:49+00:00,Generic AI/ML/computing,Misrepresenting/too broad — generic or off-profile label,Weak keyword matching,"The alert uses only the name plus a broad topic such as computer science, engineering, AI, or gesture recognition, with no verified paper identity.",No
Mentioned by Paniz Hosseini premium@academia-mail.com,Are you the “H. Lee” cited in Physical sciences papers?,2023-12-25T00:53:34+00:00,Chemistry/materials/physical sciences,Misrepresenting/too broad — generic or off-profile label,Possible namesake,"The alert relies on H. Lee/name matching or an off-profile field and does not identify a verified paper, author list, venue, or DOI.",No
